S.No,Time,Name,Shelves,Author,Avg Rating,No of Ratings,Score,Voters,,
1007,Thu 26-08-2021 10:36:13 AM,Forbidden,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Tabitha Suzuma (Goodreads Author),4.01,61381,6663,76,,
1008,Thu 26-08-2021 10:36:13 AM,The Crying of Lot 49,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Thomas Pynchon,3.69,78906,6657,84,,
1009,Thu 26-08-2021 10:36:13 AM,Eugene Onegin,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Alexander Pushkin,4.1,54508,6638,92,,
1010,Thu 26-08-2021 10:36:13 AM,Unblinded: One Man’s Courageous Journey through Darkness to Sight,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Traci Medford-Rosow (Goodreads Author),4.33,3172,6633,74,,
1011,Thu 26-08-2021 10:36:13 AM,Invisible Cities,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Italo Calvino,4.1,69444,6631,77,,
1012,Thu 26-08-2021 10:36:13 AM,The Forty Rules of Love,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Elif Shafak (Goodreads Author),4.13,144064,6628,72,,
1013,Thu 26-08-2021 10:36:13 AM,The Absolutely True Diary of a Part-Time Indian,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Sherman Alexie,4.08,243557,6595,85,,
1014,Thu 26-08-2021 10:36:13 AM,A Scanner Darkly,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Philip K. Dick,NA,NA,6569,85,,
1015,Thu 26-08-2021 10:36:13 AM,"Across the Universe (Across the Universe, #1)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Beth Revis (Goodreads Author),3.77,119835,6567,85,,
1016,Thu 26-08-2021 10:36:13 AM,"On Dublin Street (On Dublin Street, #1)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Samantha Young (Goodreads Author),4.2,177852,6529,81,,
1017,Thu 26-08-2021 10:36:13 AM,The Immortal Life of Henrietta Lacks,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Rebecca Skloot (Goodreads Author),4.07,638896,6516,89,,
1018,Thu 26-08-2021 10:36:13 AM,"The Valley of Horses (Earth's Children, #2)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Jean M. Auel,3.99,83421,6515,100,,
1019,Thu 26-08-2021 10:36:13 AM,"Percy Jackson and the Olympians (Percy Jackson and the Olympians, #1-3)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Rick Riordan (Goodreads Author),4.48,44601,6508,88,,
1020,Thu 26-08-2021 10:36:13 AM,"To Live and Die in Fantasyland (To Live, #3)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Ben Peller (Goodreads Author),4.29,91,6499,65,,
1021,Thu 26-08-2021 10:36:13 AM,A Room of One's Own,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Virginia Woolf,4.18,139863,6485,96,,
1022,Thu 26-08-2021 10:36:13 AM,"Red Dragon (Hannibal Lecter, #1)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Thomas  Harris,4.03,300656,6480,93,,
1023,Thu 26-08-2021 10:36:13 AM,The Spy Who Came In from the Cold,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",John le Carré,4.04,94463,6477,100,,
1024,Thu 26-08-2021 10:36:13 AM,A River Runs Through it and Other Stories,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Norman Maclean,4.18,23302,6476,91,,
1025,Thu 26-08-2021 10:36:13 AM,Archer's Voice,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Mia Sheridan (Goodreads Author),4.37,95501,6473,75,,
1026,Thu 26-08-2021 10:36:13 AM,"Awakened (House of Night, #8)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",P.C. Cast (Goodreads Author),3.98,135358,6470,95,,
1027,Thu 26-08-2021 10:36:13 AM,"Evernight (Evernight, #1)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Claudia Gray (Goodreads Author),3.64,82067,6466,87,,
1028,Thu 26-08-2021 10:36:13 AM,Helter Skelter: The True Story of the Manson Murders,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Vincent Bugliosi,4.04,134420,6465,101,,
1029,Thu 26-08-2021 10:36:13 AM,Till We Have Faces,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",C.S. Lewis,4.14,61699,6447,78,,
1030,Thu 26-08-2021 10:36:13 AM,"The Winds of War (The Henry Family, #1)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Herman Wouk,4.35,54254,6428,95,,
1031,Thu 26-08-2021 10:36:13 AM,Twenty Love Poems and a Song of Despair,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Pablo Neruda,4.25,57837,6425,94,,
1032,Thu 26-08-2021 10:36:13 AM,Rules of Attraction (Perfect Chemistry #2),"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Simone Elkeles (Goodreads Author),4.17,87411,6421,77,,
1033,Thu 26-08-2021 10:36:13 AM,For One More Day,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Mitch Albom (Goodreads Author),4.08,135591,6420,93,,
1034,Thu 26-08-2021 10:36:13 AM,"Breaking Dawn (The Twilight Saga, #4)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Stephenie Meyer,3.71,1434438,6407,83,,
1035,Thu 26-08-2021 10:36:13 AM,Swan Song,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Robert R. McCammon,4.28,58520,6402,78,,
1036,Thu 26-08-2021 10:36:13 AM,"The Iron Daughter (The Iron Fey, #2)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Julie Kagawa (Goodreads Author),4.06,127676,6398,85,,
1037,Thu 26-08-2021 10:36:13 AM,"Memnoch the Devil (The Vampire Chronicles, #5)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Anne Rice,3.75,76544,6393,91,,
1038,Thu 26-08-2021 10:36:13 AM,Momo,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Michael Ende,4.33,60239,6385,76,,
1039,Thu 26-08-2021 10:36:13 AM,Turtles All the Way Down,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",John Green (Goodreads Author),3.93,386507,6362,73,,
1040,Thu 26-08-2021 10:36:13 AM,Year of Wonders,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Geraldine Brooks (Goodreads Author),3.99,151503,6350,88,,
1040,Thu 26-08-2021 10:36:13 AM,The Turn of the Screw,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Henry James,3.42,122389,6350,102,,
1042,Thu 26-08-2021 10:36:13 AM,Empire Falls,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Richard Russo (Goodreads Author),3.91,119145,6340,88,,
1043,Thu 26-08-2021 10:36:13 AM,"Maus: Un survivant raconte, tome 1: Mon père saigne l'histoire (Maus, #1)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Art Spiegelman,4.33,270438,6333,90,,
1044,Thu 26-08-2021 10:36:13 AM,Jaws (Jaws #1),"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Peter Benchley,3.97,147914,6312,91,,
1045,Thu 26-08-2021 10:36:13 AM,"Cry Wolf (Alpha & Omega, #1)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Patricia Briggs,4.11,95143,6310,85,,
1046,Thu 26-08-2021 10:36:13 AM,The Stinky Cheese Man and Other Fairly Stupid Tales,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Jon Scieszka,4.18,94499,6309,88,,
1047,Thu 26-08-2021 10:36:13 AM,Ubik,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Philip K. Dick,4.07,95203,6300,76,,
1048,Thu 26-08-2021 10:36:13 AM,"Kushiel's Dart (Phèdre's Trilogy, #1)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Jacqueline Carey (Goodreads Author),3.99,80767,6297,76,,
1049,Thu 26-08-2021 10:36:13 AM,"School's Out—Forever (Maximum Ride, #2)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",James Patterson (Goodreads Author),4.14,115986,6296,90,,
1049,Thu 26-08-2021 10:36:13 AM,Chronicle of a Death Foretold,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Gabriel García Márquez,3.97,144247,6296,89,,
1051,Thu 26-08-2021 10:36:13 AM,Outliers: The Story of Success,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Malcolm Gladwell,4.17,632423,6290,86,,
1052,Thu 26-08-2021 10:36:13 AM,"Saving the World and Other Extreme Sports (Maximum Ride, #3)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",James Patterson (Goodreads Author),4.15,88898,6282,92,,
1053,Thu 26-08-2021 10:36:13 AM,"More Than Love, A Husband's Tale","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Peter B. Forster (Goodreads Author),4.3,12906,6275,70,,
1054,Thu 26-08-2021 10:36:13 AM,"Go, Dog. Go!","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",P.D. Eastman,4.11,84064,6268,95,,
1055,Thu 26-08-2021 10:36:13 AM,"Blue Moon (The Immortals, #2)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Alyson Noel (Goodreads Author),3.61,95042,6252,92,,
1056,Thu 26-08-2021 10:36:13 AM,"Practical Magic (Practical Magic, #1)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Alice Hoffman (Goodreads Author),3.76,89844,6242,94,,
1057,Thu 26-08-2021 10:36:13 AM,Before I Go to Sleep,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",S.J. Watson (Goodreads Author),3.89,311281,6235,74,,
1058,Thu 26-08-2021 10:36:13 AM,"The Way of Shadows (Night Angel, #1)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Brent Weeks (Goodreads Author),4.13,157585,6228,75,,
1059,Thu 26-08-2021 10:36:13 AM,The Tin Drum,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Günter Grass,3.95,40334,6220,90,,
1060,Thu 26-08-2021 10:36:13 AM,"This Present Darkness (Darkness, #1)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Frank E. Peretti,4.23,96980,6187,86,,
1060,Thu 26-08-2021 10:36:13 AM,"Eclipse (The Twilight Saga, #3)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Stephenie Meyer,3.7,1542415,6187,81,,
1062,Thu 26-08-2021 10:36:13 AM,Fall on Your Knees,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Ann-Marie MacDonald,3.96,62567,6175,83,,
1063,Thu 26-08-2021 10:36:13 AM,Germinal,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Émile Zola,4.16,31199,6172,82,,
1064,Thu 26-08-2021 10:36:13 AM,"The Complete Persepolis (Persepolis, #1-4)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Marjane Satrapi,4.34,147638,6165,89,,
1064,Thu 26-08-2021 10:36:13 AM,Zorba the Greek,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Nikos Kazantzakis,4.07,41353,6165,78,,
1066,Thu 26-08-2021 10:36:13 AM,And the Mountains Echoed,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Khaled Hosseini (Goodreads Author),4.05,327639,6160,71,,
1067,Thu 26-08-2021 10:36:13 AM,"Bloodfever (Fever, #2)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Karen Marie Moning (Goodreads Author),4.25,101240,6138,81,,
1068,Thu 26-08-2021 10:36:13 AM,Tales of H.P. Lovecraft,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",H.P. Lovecraft,4.24,8990,6123,93,,
1069,Thu 26-08-2021 10:36:13 AM,"Half-Blood (Covenant, #1)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Jennifer L. Armentrout (Goodreads Author),4.09,93614,6108,75,,
1070,Thu 26-08-2021 10:36:13 AM,A Town Like Alice,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Nevil Shute,4.14,51990,6103,86,,
1071,Thu 26-08-2021 10:36:13 AM,The Pelican Brief,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",John Grisham (Goodreads Author),4.02,399327,6074,93,,
1072,Thu 26-08-2021 10:36:13 AM,Brave New World / Brave New World Revisited,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Aldous Huxley,4.17,148494,6071,88,,
1073,Thu 26-08-2021 10:36:13 AM,"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy, #3)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Douglas Adams,4.19,208066,6065,93,,
1074,Thu 26-08-2021 10:36:13 AM,The Waves,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Virginia Woolf,4.15,31206,6041,76,,
1075,Thu 26-08-2021 10:36:13 AM,"The Angel's Game (The Cemetery of Forgotten Books, #2)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Carlos Ruiz Zafón,3.93,134946,6022,73,,
1076,Thu 26-08-2021 10:36:13 AM,"A Dirty Job (Grim Reaper, #1)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Christopher Moore (Goodreads Author),NA,NA,6016,77,,
1077,Thu 26-08-2021 10:36:13 AM,The Tale of Despereaux,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Kate DiCamillo (Goodreads Author),4.03,176587,6012,84,,
1078,Thu 26-08-2021 10:36:13 AM,"Stones from the River (Burgdorf Cycle, #1)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Ursula Hegi,4.09,93189,6001,93,,
1079,Thu 26-08-2021 10:36:13 AM,"The Present (VanWest, #2)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Kenneth   Thomas (Goodreads Author),4.29,9370,5988,62,,
1080,Thu 26-08-2021 10:36:13 AM,"The Throne of Fire (The Kane Chronicles, #2)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Rick Riordan (Goodreads Author),4.17,184749,5987,82,,
1081,Thu 26-08-2021 10:36:13 AM,"Garden Spells (Waverley Family, #1)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Sarah Addison Allen (Goodreads Author),4.03,95061,5978,76,,
1082,Thu 26-08-2021 10:36:13 AM,"Origin (Lux, #4)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Jennifer L. Armentrout (Goodreads Author),4.33,102583,5976,77,,
1083,Thu 26-08-2021 10:36:13 AM,Mother Night,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Kurt Vonnegut Jr.,4.19,84201,5970,78,,
1084,Thu 26-08-2021 10:36:13 AM,"The Blade Itself (The First Law, #1)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Joe Abercrombie,4.17,186121,5957,70,,
1085,Thu 26-08-2021 10:36:13 AM,The Decameron,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Giovanni Boccaccio,3.89,34995,5930,97,,
1086,Thu 26-08-2021 10:36:13 AM,"The Time Quartet Box Set (Time Quartet, #1-4)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Madeleine L'Engle,4.35,11063,5923,72,,
1087,Thu 26-08-2021 10:36:13 AM,Switched (Trylle #1),"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Amanda Hocking (Goodreads Author),3.87,98828,5910,71,,
1088,Thu 26-08-2021 10:36:13 AM,The Red Badge of Courage,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Stephen Crane,3.28,98758,5877,102,,
1088,Thu 26-08-2021 10:36:13 AM,"Inkspell (Inkworld, #2)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Cornelia Funke (Goodreads Author),3.9,121927,5877,84,,
1090,Thu 26-08-2021 10:36:13 AM,"New Moon (The Twilight Saga, #2)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Stephenie Meyer,3.56,1596213,5862,75,,
1091,Thu 26-08-2021 10:36:13 AM,"Forever (The Wolves of Mercy Falls, #3)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Maggie Stiefvater (Goodreads Author),3.88,122081,5854,82,,
1092,Thu 26-08-2021 10:36:13 AM,Alias Grace,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Margaret Atwood (Goodreads Author),4.03,123872,5853,88,,
1093,Thu 26-08-2021 10:36:13 AM,"Illuminae (The Illuminae Files, #1)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Amie Kaufman (Goodreads Author),4.25,133763,5851,67,,
1094,Thu 26-08-2021 10:36:13 AM,The Dead Zone,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Stephen King (Goodreads Author),3.94,198689,5840,94,,
1095,Thu 26-08-2021 10:36:13 AM,The Silver Linings Playbook,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Matthew Quick (Goodreads Author),3.98,154109,5828,76,,
1096,Thu 26-08-2021 10:36:13 AM,The Color of Water: A Black Man's Tribute to His White Mother,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",James   McBride (Goodreads Author),4.08,114225,5827,81,,
1097,Thu 26-08-2021 10:36:13 AM,"Anne of the Island (Anne of Green Gables, #3)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",L.M. Montgomery,4.23,147053,5802,88,,
1098,Thu 26-08-2021 10:36:13 AM,The Red and the Black,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Stendhal,3.88,61508,5801,80,,
1099,Thu 26-08-2021 10:36:13 AM,The Tale of Genji,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Murasaki Shikibu,3.72,11333,5792,77,,
1100,Thu 26-08-2021 10:36:13 AM,"Going Postal (Discworld, #33; Moist von Lipwig, #1)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Terry Pratchett,4.36,112553,5764,82,,
1101,Thu 26-08-2021 10:36:17 AM,The Rescue,"Want to Read
saving…











Want to Read



Currently Reading



Read







Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Nicholas Sparks (Goodreads Author),4.11,173230,5753,79,,
1102,Thu 26-08-2021 10:36:17 AM,The Quiet American,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Graham Greene,3.94,56163,5744,92,,
